date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:08:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2029%20Aug%202022%2011:08:28%20GMT	http://localhost/ngemlak/?p=1217	C:/My%20Web%20Sites/ng/localhost/ngemlak/index6f3b.html	(from http://localhost/ngemlak/about/)
14:08:33	43357/43357	---MC-	200	added ('OK')	application/json	date:Mon,%2029%20Aug%202022%2011:08:24%20GMT	http://localhost/ngemlak/wp-json/wp/v2/pages/1217	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-json/wp/v2/pages/1217.json	(from http://localhost/ngemlak/about/)
14:08:36	202744/202744	---M--	200	added ('OK')	font/ttf	etag:%22317f8-5e75e97742db4%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:08:38	168086/168086	---M--	200	added ('OK')	image/jpeg	etag:%2229096-5e75ea0eb6ac5%22	http://localhost/ngemlak/wp-content/uploads/2020/08/hero-bg-img-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/hero-bg-img-1.jpg	(from http://localhost/ngemlak/wp-content/uploads/elementor/css/post-1215.css?ver=1661769091)
14:08:46	79653/79653	---M--	200	added ('OK')	image/jpeg	etag:%2213725-5e75ea0cc0a52%22	http://localhost/ngemlak/wp-content/uploads/2020/08/image-07.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/image-07.jpg	(from http://localhost/ngemlak/about/)
14:08:46	19532/19532	---M--	200	added ('OK')	text/css	etag:%224c4c-5e75f079e4f2d%22	http://localhost/ngemlak/wp-content/uploads/elementor/css/post-1216.css?ver=1661770219	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/elementor/css/post-12166b0b.css	(from http://localhost/ngemlak/portfolio/)
14:08:50	129555/129555	---M--	200	added ('OK')	image/jpeg	etag:%221fa13-5e75ea0c48a72%22	http://localhost/ngemlak/wp-content/uploads/2020/08/keith-keller-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/keith-keller-1.jpg	(from http://localhost/ngemlak/about/)
14:08:51	2346/2346	---M--	200	added ('OK')	application/json	date:Mon,%2029%20Aug%202022%2011:08:50%20GMT	http://localhost/ngemlak/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fngemlak%2Fportfolio%2F	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-json/oembed/1.0/embed39a0.json	(from http://localhost/ngemlak/portfolio/)
14:08:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2029%20Aug%202022%2011:08:51%20GMT	http://localhost/ngemlak/?p=1216	C:/My%20Web%20Sites/ng/localhost/ngemlak/index9f30.html	(from http://localhost/ngemlak/portfolio/)
14:08:52	97098/97098	---M--	200	added ('OK')	image/jpeg	etag:%2217b4a-5e75ea0cfd7cd%22	http://localhost/ngemlak/wp-content/uploads/2020/08/image-09.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/image-09.jpg	(from http://localhost/ngemlak/about/)
14:08:52	2415/2415	---M--	200	added ('OK')	text/xml	date:Mon,%2029%20Aug%202022%2011:08:52%20GMT	http://localhost/ngemlak/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fngemlak%2Fportfolio%2F&format=xml	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-json/oembed/1.0/embed6cdc	(from http://localhost/ngemlak/portfolio/)
14:08:54	39956/39956	---MC-	200	added ('OK')	application/json	date:Mon,%2029%20Aug%202022%2011:08:46%20GMT	http://localhost/ngemlak/wp-json/wp/v2/pages/1216	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-json/wp/v2/pages/1216.json	(from http://localhost/ngemlak/portfolio/)
14:08:58	125557/125557	---M--	200	added ('OK')	image/jpeg	etag:%221ea75-5e75ea0d29e73%22	http://localhost/ngemlak/wp-content/uploads/2020/08/image-11.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/image-11.jpg	(from http://localhost/ngemlak/about/)
14:09:01	53418/53418	---M--	200	added ('OK')	image/jpeg	etag:%22d0aa-5e75ea10f4c35%22	http://localhost/ngemlak/wp-content/uploads/2020/08/project-2-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/project-2-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:02	58901/58901	---M--	200	added ('OK')	image/jpeg	etag:%22e615-5e75ea10c7d65%22	http://localhost/ngemlak/wp-content/uploads/2020/08/project-1-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/project-1-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:04	58901/58901	---M--	200	added ('OK')	image/jpeg	etag:%22e615-5e75ea1134076%22	http://localhost/ngemlak/wp-content/uploads/2020/08/project-3-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/project-3-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:07	53418/53418	---M--	200	added ('OK')	image/jpeg	etag:%22d0aa-5e75ea117438c%22	http://localhost/ngemlak/wp-content/uploads/2020/08/project-4-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/project-4-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:08	40351/40351	---M--	200	added ('OK')	image/jpeg	etag:%229d9f-5e75ea12204e2%22	http://localhost/ngemlak/wp-content/uploads/2020/08/kitchen-1-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/kitchen-1-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:10	36642/36642	---M--	200	added ('OK')	image/jpeg	etag:%228f22-5e75ea124bb71%22	http://localhost/ngemlak/wp-content/uploads/2020/08/kitchen-2-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/kitchen-2-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:11	62996/62996	---M--	200	added ('OK')	image/jpeg	etag:%22f614-5e75ea11b8ea3%22	http://localhost/ngemlak/wp-content/uploads/2020/08/project-5-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/project-5-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:13	40351/40351	---M--	200	added ('OK')	image/jpeg	etag:%229d9f-5e75ea128bd06%22	http://localhost/ngemlak/wp-content/uploads/2020/08/kitchen-3-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/kitchen-3-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:14	36642/36642	---M--	200	added ('OK')	image/jpeg	etag:%228f22-5e75ea12c9f71%22	http://localhost/ngemlak/wp-content/uploads/2020/08/kitchen-4-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/kitchen-4-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:17	33852/33852	---M--	200	added ('OK')	image/jpeg	etag:%22843c-5e75ea1329dfd%22	http://localhost/ngemlak/wp-content/uploads/2020/08/office-1-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/office-1-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:19	26310/26310	---M--	200	added ('OK')	image/jpeg	etag:%2266c6-5e75ea139d8b0%22	http://localhost/ngemlak/wp-content/uploads/2020/08/office-3-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/office-3-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:19	58688/58688	---M--	200	added ('OK')	image/jpeg	etag:%22e540-5e75ea12fd97d%22	http://localhost/ngemlak/wp-content/uploads/2020/08/kitchen-5-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/kitchen-5-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:19	37110/37110	---M--	200	added ('OK')	image/jpeg	etag:%2290f6-5e75ea13593b4%22	http://localhost/ngemlak/wp-content/uploads/2020/08/office-2-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/office-2-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:22	37110/37110	---M--	200	added ('OK')	image/jpeg	etag:%2290f6-5e75ea13cfc4b%22	http://localhost/ngemlak/wp-content/uploads/2020/08/office-4-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/office-4-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:24	32340/32340	---M--	200	added ('OK')	image/jpeg	etag:%227e54-5e75ea140786d%22	http://localhost/ngemlak/wp-content/uploads/2020/08/bedroom-1-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/bedroom-1-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:24	29291/29291	---M--	200	added ('OK')	image/jpeg	etag:%22726b-5e75ea14594b5%22	http://localhost/ngemlak/wp-content/uploads/2020/08/bedroom-2-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/bedroom-2-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:25	22765/22765	---M--	200	added ('OK')	text/css	etag:%2258ed-5e75ea047b886%22	http://localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min.css?ver=1.7.6	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min41a5.css	(from http://localhost/ngemlak/contact/)
14:09:25	21971/21971	---M--	200	added ('OK')	text/css	etag:%2255d3-5e75f07c696f6%22	http://localhost/ngemlak/wp-content/uploads/elementor/css/post-15.css?ver=1661770221	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/elementor/css/post-150546.css	(from http://localhost/ngemlak/contact/)
14:09:26	33891/33891	---M--	200	added ('OK')	image/jpeg	etag:%228463-5e75ea14adcea%22	http://localhost/ngemlak/wp-content/uploads/2020/08/bedroom-3-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/bedroom-3-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:27	29291/29291	---M--	200	added ('OK')	image/jpeg	etag:%22726b-5e75ea14dee97%22	http://localhost/ngemlak/wp-content/uploads/2020/08/bedroom-4-1-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/bedroom-4-1-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:28	2336/2336	---M--	200	added ('OK')	application/json	date:Mon,%2029%20Aug%202022%2011:09:27%20GMT	http://localhost/ngemlak/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fngemlak%2Fcontact%2F	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-json/oembed/1.0/embed2291.json	(from http://localhost/ngemlak/contact/)
14:09:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2029%20Aug%202022%2011:09:27%20GMT	http://localhost/ngemlak/?p=15	C:/My%20Web%20Sites/ng/localhost/ngemlak/indexa1ca.html	(from http://localhost/ngemlak/contact/)
14:09:29	32340/32340	---M--	200	added ('OK')	image/jpeg	etag:%227e54-5e75ea1512bc6%22	http://localhost/ngemlak/wp-content/uploads/2020/08/bedroom-5-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/bedroom-5-1.jpg	(from http://localhost/ngemlak/portfolio/)
14:09:29	2405/2405	---M--	200	added ('OK')	text/xml	date:Mon,%2029%20Aug%202022%2011:09:28%20GMT	http://localhost/ngemlak/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fngemlak%2Fcontact%2F&format=xml	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-json/oembed/1.0/embeddbb6	(from http://localhost/ngemlak/contact/)
14:09:29	4014/4014	---M--	200	added ('OK')	application/javascript	etag:%22fae-5e75ea04dbb95%22	http://localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.min.js?ver=1.1.2	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.mincfa9.js	(from http://localhost/ngemlak/contact/)
14:09:29	1713/1713	---M--	200	added ('OK')	application/javascript	etag:%226b1-5e75ea04dcf1f%22	http://localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/lib/punycode.min.js?ver=1.0.0	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/lib/punycode.min8a54.js	(from http://localhost/ngemlak/contact/)
14:09:29	174/174	---M--	200	added ('OK')	application/javascript	etag:%22ae-5e75ea04cf076%22	http://localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/js/utils.min.js?ver=1.7.6	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/js/utils.min41a5.js	(from http://localhost/ngemlak/contact/)
14:09:31	34841/34841	---MC-	200	added ('OK')	application/json	date:Mon,%2029%20Aug%202022%2011:09:26%20GMT	http://localhost/ngemlak/wp-json/wp/v2/pages/15	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-json/wp/v2/pages/15.json	(from http://localhost/ngemlak/contact/)
14:09:31	24602/24602	---M--	200	added ('OK')	application/javascript	etag:%22601a-5e75ea04da80c%22	http://localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min.js?ver=1.19.5	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min7e9d.js	(from http://localhost/ngemlak/contact/)
14:09:32	32356/32356	---M--	200	added ('OK')	application/javascript	etag:%227e64-5e75ea04d0016%22	http://localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/js/wpforms.min.js?ver=1.7.6	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/js/wpforms.min41a5.js	(from http://localhost/ngemlak/contact/)
14:09:34	602/602	---M--	200	added ('OK')	image/svg+xml	etag:%2225a-5e75ea04b9c9d%22	http://localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	(from http://localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min.css?ver=1.7.6)
14:09:49	130515/130515	---M--	200	added ('OK')	image/jpeg	etag:%221fdd3-5e75ea109337f%22	http://localhost/ngemlak/wp-content/uploads/2020/08/project-bg-img-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/project-bg-img-1.jpg	(from http://localhost/ngemlak/wp-content/uploads/elementor/css/post-1216.css?ver=1661770219)
14:09:51	147868/147868	---M--	200	added ('OK')	image/jpeg	etag:%222419c-5e75ea0d95929%22	http://localhost/ngemlak/wp-content/uploads/2020/08/contact-us-bg-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/contact-us-bg-1.jpg	(from http://localhost/ngemlak/wp-content/uploads/elementor/css/post-15.css?ver=1661770221)
14:09:51	182035/182035	---M--	200	added ('OK')	image/jpeg	etag:%222c713-5e75ea16dbaab%22	http://localhost/ngemlak/wp-content/uploads/2020/08/about-bg.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/about-bg.jpg	(from http://localhost/ngemlak/wp-content/uploads/elementor/css/post-1217.css?ver=1661770214)
